ID,ModeID,VehTypeID,MassCatID,FuelID,EngineID,TransTypeID,HybridID,SecondHandImportID
10,1,2,4,1,10,1,0,0
20,1,2,4,12,10,1,0,0
25,1,2,4,12,11,1,0,0
26,1,2,4,12,12,1,0,0
30,1,2,4,1,11,1,0,0
40,1,2,4,1,12,1,0,0
50,1,2,4,13,13,1,0,0
60,1,2,4,13,13,1,0,0
70,1,3,1,1,1,1,0,0
80,1,3,1,1,14,1,0,0
81,1,3,1,1,15,1,0,0
82,1,3,1,1,16,1,0,0
83,1,3,1,1,17,1,0,0
84,1,3,1,1,18,1,0,0
85,1,3,1,1,19,1,0,0
86,1,3,1,1,20,1,0,0
87,1,3,1,1,21,1,0,0
90,1,3,1,1,3,1,0,0
91,1,3,1,1,14,1,2,0
92,1,3,1,1,15,1,2,0
93,1,3,1,1,16,1,2,0
94,1,3,1,1,17,1,2,0
95,1,3,1,1,18,1,2,0
96,1,3,1,1,19,1,2,0
97,1,3,1,1,20,1,2,0
98,1,3,1,1,21,1,2,0
100,1,3,1,1,4,1,0,0
110,1,3,1,1,5,1,0,0
120,1,3,1,1,6,1,0,0
130,1,3,2,1,1,1,0,0
140,1,3,2,1,14,1,0,0
150,1,3,2,1,3,1,0,0
160,1,3,2,1,4,1,0,0
161,1,3,2,1,14,1,2,0
162,1,3,2,1,15,1,2,0
163,1,3,2,1,16,1,2,0
164,1,3,2,1,17,1,2,0
165,1,3,2,1,18,1,2,0
166,1,3,2,1,19,1,2,0
167,1,3,2,1,20,1,2,0
168,1,3,2,1,21,1,2,0
170,1,3,2,1,5,1,0,0
171,1,3,2,1,15,1,0,0
172,1,3,2,1,16,1,0,0
173,1,3,2,1,17,1,0,0
174,1,3,2,1,18,1,0,0
175,1,3,2,1,19,1,0,0
176,1,3,2,1,20,1,0,0
177,1,3,2,1,21,1,0,0
181,1,3,2,1,6,1,0,0
190,1,3,3,1,1,1,0,0
191,1,3,3,1,14,1,2,0
192,1,3,3,1,15,1,2,0
193,1,3,3,1,16,1,2,0
194,1,3,3,1,17,1,2,0
195,1,3,3,1,18,1,2,0
196,1,3,3,1,19,1,2,0
197,1,3,3,1,20,1,2,0
198,1,3,3,1,21,1,2,0
200,1,3,3,1,14,1,0,0
201,1,3,3,1,16,1,0,0
202,1,3,3,1,17,1,0,0
203,1,3,3,1,18,1,0,0
204,1,3,3,1,19,1,0,0
205,1,3,3,1,20,1,0,0
206,1,3,3,1,21,1,0,0
210,1,3,3,1,3,1,0,0
220,1,3,3,1,4,1,0,0
230,1,3,3,1,5,1,0,0
240,1,3,3,1,6,1,0,0
245,1,3,3,1,15,1,0,0
250,1,3,2,2,1,1,0,0
251,1,3,2,2,15,1,0,0
252,1,3,2,2,16,1,0,0
253,1,3,2,2,17,1,0,0
254,1,3,2,2,18,1,0,0
255,1,3,2,2,19,1,0,0
256,1,3,2,2,20,1,0,0
257,1,3,2,2,21,1,0,0
260,1,3,2,2,14,1,0,0
261,1,3,2,8,7,1,0,0
265,1,3,1,2,14,1,0,0
266,1,3,1,2,15,1,0,0
267,1,3,1,2,16,1,0,0
268,1,3,1,2,17,1,0,0
269,1,3,1,2,18,1,0,0
270,1,3,2,2,3,1,0,0
271,1,3,1,2,19,1,0,0
272,1,3,1,2,20,1,0,0
273,1,3,1,2,21,1,0,0
275,1,3,1,12,6,1,0,0
276,1,3,1,12,14,1,0,0
277,1,3,1,13,13,1,0,0
278,1,3,1,13,13,1,0,0
280,1,3,2,2,4,1,0,0
290,1,3,2,2,5,1,0,0
291,1,3,2,8,8,1,0,0
292,1,3,2,8,9,1,0,0
295,1,3,1,2,5,1,0,0
300,1,3,2,2,6,1,0,0
302,1,3,2,1,6,1,1,0
305,1,3,1,2,6,1,0,0
310,1,3,3,2,1,1,0,0
320,1,3,2,1,14,1,1,0
321,1,3,2,1,15,1,1,0
322,1,3,2,1,16,1,1,0
323,1,3,2,1,17,1,1,0
324,1,3,2,1,18,1,1,0
325,1,3,2,1,19,1,1,0
326,1,3,2,1,20,1,1,0
327,1,3,2,1,21,1,1,0
330,1,3,3,2,3,1,0,0
340,1,3,3,2,4,1,0,0
350,1,3,3,2,5,1,0,0
351,1,3,3,8,7,1,0,0
360,1,3,3,2,6,1,0,0
361,1,3,3,8,8,1,0,0
362,1,3,3,1,6,1,1,0
363,1,3,3,2,14,1,0,0
364,1,3,1,12,15,1,0,0
365,1,3,3,13,13,1,0,0
366,1,3,3,2,15,1,0,0
367,1,3,3,2,16,1,0,0
368,1,3,3,2,17,1,0,0
369,1,3,3,2,18,1,0,0
370,1,3,3,2,19,1,0,0
371,1,3,3,2,20,1,0,0
372,1,3,3,2,21,1,0,0
373,1,3,3,8,9,1,0,0
375,1,3,1,12,16,1,0,0
376,1,3,3,13,13,1,0,0
377,1,3,1,12,17,1,0,0
378,1,3,2,13,13,1,0,0
380,1,3,1,12,18,1,0,0
381,1,3,1,12,19,1,0,0
385,1,3,3,7,6,1,0,0
386,1,3,3,7,14,1,0,0
387,1,3,3,7,15,1,0,0
388,1,3,3,7,16,1,0,0
389,1,3,3,7,17,1,0,0
390,1,3,3,7,18,1,0,0
391,1,3,3,7,19,1,0,0
392,1,3,3,7,20,1,0,0
393,1,3,3,7,21,1,0,0
400,1,3,3,1,14,1,1,0
401,1,3,3,1,15,1,1,0
402,1,3,3,1,16,1,1,0
403,1,3,3,1,17,1,1,0
404,1,3,3,1,18,1,1,0
405,1,3,3,1,19,1,1,0
406,1,3,3,1,20,1,1,0
407,1,3,3,1,21,1,1,0
410,1,3,2,7,6,1,0,0
411,1,3,2,7,14,1,0,0
412,1,3,2,7,15,1,0,0
413,1,3,2,7,16,1,0,0
414,1,3,2,7,17,1,0,0
415,1,3,2,7,18,1,0,0
416,1,3,2,7,19,1,0,0
417,1,3,2,7,20,1,0,0
418,1,3,2,7,21,1,0,0
420,1,3,3,14,14,1,0,0
421,1,3,3,14,15,1,0,0
422,1,3,3,14,16,1,0,0
423,1,3,3,14,17,1,0,0
424,1,3,3,14,18,1,0,0
425,1,3,3,14,20,1,0,0
430,1,3,2,5,4,1,0,0
431,1,3,2,5,5,1,0,0
432,1,3,2,5,6,1,0,0
433,1,3,2,5,14,1,0,0
434,1,3,2,5,15,1,0,0
435,1,3,2,5,16,1,0,0
436,1,3,2,5,17,1,0,0
437,1,3,2,5,18,1,0,0
438,1,3,2,5,19,1,0,0
439,1,3,2,5,20,1,0,0
440,1,3,2,5,21,1,0,0
441,1,3,3,5,4,1,0,0
442,1,3,3,5,5,1,0,0
443,1,3,3,5,6,1,0,0
444,1,3,3,5,14,1,0,0
445,1,3,3,5,15,1,0,0
446,1,3,3,5,16,1,0,0
447,1,3,3,5,17,1,0,0
448,1,3,3,5,18,1,0,0
449,1,3,3,5,19,1,0,0
450,1,3,3,5,20,1,0,0
451,1,3,3,5,21,1,0,0
460,1,3,2,2,6,1,1,0
461,1,3,2,2,14,1,1,0
462,1,3,2,2,15,1,1,0
463,1,3,2,2,16,1,1,0
464,1,3,2,2,17,1,1,0
465,1,3,2,2,18,1,1,0
466,1,3,2,2,19,1,1,0
467,1,3,2,2,20,1,1,0
468,1,3,2,2,21,1,1,0
470,1,3,3,2,6,1,1,0
471,1,3,3,2,14,1,1,0
472,1,3,3,2,15,1,1,0
473,1,3,3,2,16,1,1,0
474,1,3,3,2,17,1,1,0
475,1,3,3,2,18,1,1,0
476,1,3,3,2,19,1,1,0
477,1,3,3,2,20,1,1,0
478,1,3,3,2,21,1,1,0
480,1,3,2,12,5,1,0,0
510,1,3,2,12,6,1,0,0
515,1,3,2,12,14,1,0,0
520,1,3,1,10,6,1,0,0
521,1,3,1,10,14,1,0,0
522,1,3,1,10,15,1,0,0
523,1,3,1,10,16,1,0,0
524,1,3,1,10,17,1,0,0
525,1,3,1,10,18,1,0,0
526,1,3,1,10,19,1,0,0
527,1,3,1,10,20,1,0,0
528,1,3,1,10,21,1,0,0
530,1,3,2,10,6,1,0,0
531,1,3,2,10,14,1,0,0
532,1,3,2,10,15,1,0,0
533,1,3,2,10,16,1,0,0
534,1,3,2,10,17,1,0,0
535,1,3,2,10,18,1,0,0
536,1,3,2,10,19,1,0,0
537,1,3,2,10,20,1,0,0
538,1,3,2,10,21,1,0,0
540,1,3,3,10,6,1,0,0
541,1,3,3,10,14,1,0,0
542,1,3,3,10,15,1,0,0
543,1,3,3,10,16,1,0,0
544,1,3,3,10,17,1,0,0
545,1,3,3,10,18,1,0,0
546,1,3,3,10,19,1,0,0
547,1,3,3,10,20,1,0,0
548,1,3,3,10,21,1,0,0
550,1,3,1,5,6,1,0,0
551,1,3,1,5,14,1,0,0
552,1,3,1,5,15,1,0,0
553,1,3,1,5,16,1,0,0
554,1,3,1,5,17,1,0,0
555,1,3,1,5,18,1,0,0
556,1,3,1,5,19,1,0,0
557,1,3,1,5,20,1,0,0
558,1,3,1,5,21,1,0,0
580,1,3,1,12,20,1,0,0
590,1,3,1,12,3,1,0,0
600,1,3,1,12,4,1,0,0
610,1,3,1,12,5,1,0,0
611,1,3,2,2,14,1,2,0
612,1,3,2,2,15,1,2,0
613,1,3,2,2,16,1,2,0
614,1,3,2,2,17,1,2,0
615,1,3,2,2,18,1,2,0
616,1,3,2,2,19,1,2,0
617,1,3,2,2,20,1,2,0
618,1,3,2,2,21,1,2,0
620,1,3,1,1,14,1,1,0
621,1,3,1,1,15,1,1,0
622,1,3,1,1,16,1,1,0
623,1,3,1,1,17,1,1,0
624,1,3,1,1,18,1,1,0
625,1,3,1,1,19,1,1,0
626,1,3,1,1,20,1,1,0
627,1,3,1,1,21,1,1,0
630,1,4,11,2,1,1,0,0
631,1,3,3,2,14,1,2,0
632,1,3,3,2,15,1,2,0
633,1,3,3,2,16,1,2,0
634,1,3,3,2,17,1,2,0
635,1,3,3,2,18,1,2,0
636,1,3,3,2,19,1,2,0
637,1,3,3,2,20,1,2,0
638,1,3,3,2,21,1,2,0
640,1,4,11,1,7,1,0,0
641,1,3,3,12,14,1,0,0
642,1,3,3,12,15,1,0,0
643,1,3,3,12,16,1,0,0
644,1,3,3,12,17,1,0,0
645,1,3,3,12,18,1,0,0
646,1,3,3,12,19,1,0,0
647,1,3,3,12,20,1,0,0
648,1,3,3,12,21,1,0,0
650,1,4,11,10,6,1,0,0
651,1,4,11,10,14,1,0,0
652,1,4,11,10,15,1,0,0
653,1,4,11,10,16,1,0,0
654,1,4,11,10,17,1,0,0
655,1,4,11,10,18,1,0,0
656,1,4,11,10,19,1,0,0
657,1,4,11,10,20,1,0,0
658,1,4,11,10,21,1,0,0
660,1,4,11,5,6,1,0,0
661,1,4,11,5,14,1,0,0
662,1,4,11,5,15,1,0,0
663,1,4,11,5,16,1,0,0
664,1,4,11,5,17,1,0,0
665,1,4,11,5,18,1,0,0
666,1,4,11,5,19,1,0,0
667,1,4,11,5,20,1,0,0
668,1,4,11,5,21,1,0,0
670,1,4,11,1,8,1,0,0
675,1,4,11,1,9,1,0,0
680,1,4,12,12,6,1,0,0
690,1,4,11,2,14,1,0,0
691,1,4,11,8,7,1,0,0
695,1,4,11,2,15,1,0,0
696,1,4,11,2,16,1,0,0
697,1,4,11,2,17,1,0,0
698,1,4,11,2,18,1,0,0
699,1,4,11,2,19,1,0,0
700,1,4,11,2,3,1,0,0
701,1,4,11,2,20,1,0,0
702,1,4,11,2,21,1,0,0
720,1,4,11,2,4,1,0,0
730,1,4,12,12,14,1,0,0
731,1,4,12,12,15,1,0,0
750,1,4,11,12,7,1,0,0
780,1,4,11,12,8,1,0,0
781,1,4,11,12,9,1,0,0
810,1,4,11,2,5,1,0,0
811,1,4,11,8,8,1,0,0
812,1,4,11,8,9,1,0,0
850,1,4,11,2,6,1,0,0
852,1,4,11,2,6,1,1,0
853,1,4,11,7,6,1,0,0
854,1,4,11,13,13,1,0,0
855,1,3,1,12,21,1,0,0
856,1,3,2,13,13,1,0,0
857,1,4,11,7,14,1,0,0
858,1,4,11,7,15,1,0,0
859,1,4,11,7,16,1,0,0
860,1,4,11,7,17,1,0,0
861,1,4,11,7,18,1,0,0
862,1,4,11,7,19,1,0,0
863,1,4,11,7,20,1,0,0
864,1,4,11,7,21,1,0,0
865,1,4,11,2,14,1,1,0
866,1,4,11,2,15,1,1,0
867,1,4,11,2,16,1,1,0
868,1,4,11,2,17,1,1,0
869,1,4,11,2,18,1,1,0
870,1,4,12,2,1,1,0,0
871,1,4,11,2,19,1,1,0
872,1,4,11,2,20,1,1,0
873,1,4,11,2,21,1,1,0
890,1,4,12,2,14,1,0,0
940,1,4,12,12,16,1,0,0
941,1,4,12,12,17,1,0,0
950,1,4,12,7,8,1,0,0
970,1,4,12,2,3,1,0,0
980,1,4,12,2,4,1,0,0
981,1,4,12,2,14,1,2,0
982,1,4,12,2,15,1,2,0
983,1,4,12,2,16,1,2,0
984,1,4,12,2,17,1,2,0
985,1,4,12,2,18,1,2,0
986,1,4,12,2,19,1,2,0
987,1,4,12,2,20,1,2,0
988,1,4,12,2,21,1,2,0
990,1,4,12,10,6,1,0,0
991,1,4,12,10,14,1,0,0
992,1,4,12,10,15,1,0,0
993,1,4,12,10,16,1,0,0
994,1,4,12,10,17,1,0,0
995,1,4,12,10,18,1,0,0
996,1,4,12,10,19,1,0,0
997,1,4,12,10,20,1,0,0
998,1,4,12,10,21,1,0,0
1000,1,4,12,5,6,1,0,0
1001,1,4,12,5,14,1,0,0
1002,1,4,12,5,15,1,0,0
1003,1,4,12,5,16,1,0,0
1004,1,4,12,5,17,1,0,0
1005,1,4,12,5,18,1,0,0
1006,1,4,12,5,19,1,0,0
1007,1,4,12,5,20,1,0,0
1008,1,4,12,5,21,1,0,0
1010,1,4,12,12,18,1,0,0
1030,1,4,12,12,19,1,0,0
1031,1,4,12,12,20,1,0,0
1040,1,4,12,2,5,1,0,0
1041,1,4,12,8,7,1,0,0
1050,1,4,13,10,6,1,0,0
1051,1,4,13,10,14,1,0,0
1052,1,4,13,10,15,1,0,0
1053,1,4,13,10,16,1,0,0
1054,1,4,13,10,17,1,0,0
1055,1,4,13,10,18,1,0,0
1056,1,4,13,10,19,1,0,0
1057,1,4,13,10,20,1,0,0
1058,1,4,13,10,21,1,0,0
1060,1,4,13,5,6,1,0,0
1061,1,4,13,5,14,1,0,0
1062,1,4,13,5,15,1,0,0
1063,1,4,13,5,16,1,0,0
1064,1,4,13,5,17,1,0,0
1065,1,4,13,5,18,1,0,0
1066,1,4,13,5,19,1,0,0
1067,1,4,13,5,20,1,0,0
1068,1,4,13,5,21,1,0,0
1110,1,4,12,7,7,1,0,0
1111,1,4,12,7,9,1,0,0
1121,1,4,12,2,15,1,0,0
1122,1,4,12,2,16,1,0,0
1123,1,4,12,2,17,1,0,0
1124,1,4,12,2,18,1,0,0
1125,1,4,12,2,19,1,0,0
1126,1,4,12,2,20,1,0,0
1127,1,4,12,2,21,1,0,0
1130,1,4,12,2,6,1,0,0
1131,1,4,12,8,8,1,0,0
1132,1,4,12,2,6,1,1,0
1133,1,4,12,12,21,1,0,0
1134,1,4,12,13,13,1,0,0
1135,1,4,12,13,13,1,0,0
1136,1,4,12,13,13,1,0,0
1137,1,4,12,13,13,1,0,0
1138,1,4,12,13,13,1,0,0
1139,1,4,12,13,13,1,0,0
1141,1,4,12,8,9,1,0,0
1142,1,4,12,2,14,1,1,0
1143,1,4,12,2,15,1,1,0
1144,1,4,12,2,16,1,1,0
1145,1,4,12,2,17,1,1,0
1146,1,4,12,2,18,1,1,0
1147,1,4,12,2,19,1,1,0
1148,1,4,12,2,20,1,1,0
1149,1,4,12,2,21,1,1,0
1150,1,4,13,12,6,1,0,0
1151,1,4,13,12,14,1,0,0
1152,1,4,13,2,1,1,0,0
1153,1,4,13,2,14,1,0,0
1155,1,4,13,12,15,1,0,0
1156,1,4,13,12,16,1,0,0
1158,1,4,13,2,3,1,0,0
1159,1,4,13,2,4,1,0,0
1161,1,4,13,12,17,1,0,0
1162,1,4,13,12,18,1,0,0
1163,1,4,13,2,5,1,0,0
1164,1,4,13,8,7,1,0,0
1166,1,4,13,2,6,1,0,0
1167,1,4,13,8,8,1,0,0
1168,1,4,13,2,6,1,1,0
1169,1,4,13,12,19,1,0,0
1170,1,4,13,13,13,1,0,0
1171,1,4,13,2,15,1,0,0
1172,1,4,13,2,16,1,0,0
1173,1,4,13,2,17,1,0,0
1174,1,4,13,2,18,1,0,0
1175,1,4,13,2,19,1,0,0
1176,1,4,13,2,20,1,0,0
1177,1,4,13,2,21,1,0,0
1179,1,4,13,8,9,1,0,0
1180,1,4,13,2,14,1,1,0
1181,1,4,13,2,15,1,1,0
1182,1,4,13,2,16,1,1,0
1183,1,4,13,2,17,1,1,0
1184,1,4,13,2,18,1,1,0
1185,1,4,13,2,19,1,1,0
1186,1,4,13,2,20,1,1,0
1187,1,4,13,2,21,1,1,0
1188,1,4,13,12,20,1,0,0
1189,1,4,13,12,21,1,0,0
1190,1,4,13,13,13,1,0,0
1191,1,4,13,13,13,1,0,0
1192,1,4,13,13,13,1,0,0
1193,1,4,13,13,13,1,0,0
1194,1,4,13,13,13,1,0,0
1200,1,5,21,2,1,2,0,0
1220,1,5,21,2,14,2,0,0
1221,1,5,21,2,14,2,1,0
1222,1,5,21,2,15,2,1,0
1223,1,5,21,2,16,2,1,0
1224,1,5,21,2,17,2,1,0
1225,1,5,21,2,18,2,1,0
1226,1,5,21,2,19,2,1,0
1227,1,5,21,2,20,2,1,0
1228,1,5,21,2,21,2,1,0
1230,1,5,21,7,6,2,0,0
1240,1,5,21,5,5,2,0,0
1250,1,5,21,10,6,2,0,0
1251,1,5,21,10,14,2,0,0
1252,1,5,21,10,15,2,0,0
1253,1,5,21,10,16,2,0,0
1254,1,5,21,10,17,2,0,0
1255,1,5,21,10,18,2,0,0
1256,1,5,21,10,19,2,0,0
1257,1,5,21,10,20,2,0,0
1258,1,5,21,10,21,2,0,0
1260,1,5,21,5,6,2,0,0
1261,1,5,21,5,14,2,0,0
1262,1,5,21,5,15,2,0,0
1263,1,5,21,5,16,2,0,0
1264,1,5,21,5,17,2,0,0
1265,1,5,21,5,18,2,0,0
1266,1,5,21,5,19,2,0,0
1267,1,5,21,5,20,2,0,0
1268,1,5,21,5,21,2,0,0
1280,1,5,21,12,15,2,0,0
1300,1,5,21,12,5,2,0,0
1301,1,5,21,2,14,2,2,0
1302,1,5,21,2,15,2,2,0
1303,1,5,21,2,16,2,2,0
1304,1,5,21,2,17,2,2,0
1305,1,5,21,2,18,2,2,0
1306,1,5,21,2,19,2,2,0
1307,1,5,21,2,20,2,2,0
1308,1,5,21,2,21,2,2,0
1320,1,5,21,2,3,2,0,0
1340,1,5,21,2,4,2,0,0
1360,1,5,21,12,6,2,0,0
1365,1,5,21,12,14,2,0,0
1370,1,5,21,13,13,2,0,0
1371,1,5,21,13,13,2,0,0
1372,1,5,21,13,13,2,0,0
1373,1,5,21,13,13,2,0,0
1374,1,5,21,13,13,2,0,0
1375,1,5,21,13,13,2,0,0
1390,1,5,21,2,5,2,0,0
1391,1,5,21,8,6,2,0,0
1410,1,5,21,1,1,2,0,0
